mode,task_id,region,memory_gb,latency_ms,cost,energy,status
先到先服务,STR-052,海南,16.0,30.491812999121635,13.729532497804088,1.098362599824327,SUCCEEDED
先到先服务,STR-053,海南,8.0,36.58803199126531,28.970079978163284,2.317606398253062,SUCCEEDED
先到先服务,STR-054,海南,8.0,29.099833321836794,10.249583304591985,0.8199666643673587,SUCCEEDED
先到先服务,STR-055,海南,8.0,31.92268869512043,17.30672173780108,1.384537739024086,SUCCEEDED
先到先服务,STR-056,海南,8.0,33.1051086501977,20.26277162549425,1.6210217300395395,SUCCEEDED
先到先服务,STR-057,海南,16.0,36.27663393332601,28.191584833315023,2.255326786665201,SUCCEEDED
先到先服务,STR-058,海南,8.0,35.470097180567535,26.175242951418838,2.0940194361135065,SUCCEEDED
先到先服务,STR-059,海南,10.0,36.2909217204227,28.227304301056762,2.2581843440845404,SUCCEEDED
先到先服务,STR-060,海南,8.0,32.97114975755299,19.92787439388248,1.594229951510598,SUCCEEDED
海南优先,STR-001,海南,8.0,33.32378576451022,20.80946441127555,1.6647571529020435,SUCCEEDED
海南优先,STR-002,海南,10.0,31.568364977787944,16.420912444469856,1.313672995557588,SUCCEEDED
海南优先,STR-003,海南,10.0,31.64808081302437,16.620202032560933,1.3296161626048741,SUCCEEDED
海南优先,STR-004,海南,8.0,32.71990307881464,19.299757697036593,1.5439806157629272,SUCCEEDED
海南优先,STR-005,海南,16.0,32.89508987024774,19.737724675619337,1.5790179740495467,SUCCEEDED
海南优先,STR-006,海南,8.0,31.959843176344986,17.399607940862463,1.3919686352689966,SUCCEEDED
海南优先,STR-007,海南,10.0,34.980380472406885,24.95095118101721,1.9960760944813762,SUCCEEDED
海南优先,STR-008,海南,10.0,33.58393183033809,21.459829575845223,1.7167863660676175,SUCCEEDED
海南优先,STR-009,海南,10.0,34.52629501799428,23.815737544985694,1.905259003598855,SUCCEEDED
海南优先,STR-010,海南,16.0,29.875056148341727,12.187640370854318,0.9750112296683452,SUCCEEDED
海南优先,STR-011,海南,10.0,33.00715487636769,20.01788719091924,1.601430975273539,SUCCEEDED
海南优先,STR-012,海南,8.0,34.04522076690158,22.61305191725395,1.8090441533803159,SUCCEEDED
海南优先,STR-013,海南,8.0,31.31816721907262,15.795418047681547,1.2636334438145234,SUCCEEDED
海南优先,STR-014,海南,8.0,36.87873311085587,29.696832777139672,2.375746622171173,SUCCEEDED
海南优先,STR-015,海南,8.0,34.65751885692131,24.143797142303264,1.9315037713842607,SUCCEEDED
海南优先,STR-016,海南,8.0,33.05476979844846,20.13692449612115,1.6109539596896916,SUCCEEDED
海南优先,STR-017,海南,8.0,33.956197578885366,22.390493947213407,1.791239515777072,SUCCEEDED
海南优先,STR-018,海南,8.0,34.81926086492345,24.548152162308625,1.9638521729846896,SUCCEEDED
海南优先,STR-019,海南,10.0,30.736968160287606,14.342420400719018,1.147393632057521,SUCCEEDED
海南优先,STR-020,海南,10.0,32.615110643948285,19.037776609870708,1.5230221287896561,SUCCEEDED
海南优先,STR-021,海南,16.0,34.516252469336294,23.790631173340735,1.9032504938672583,SUCCEEDED
海南优先,STR-022,海南,8.0,30.463370530970174,13.658426327425431,1.0926741061940342,SUCCEEDED
海南优先,STR-023,海南,8.0,36.57480768243782,28.937019206094547,2.314961536487563,SUCCEEDED
海南优先,STR-024,海南,16.0,34.1232563192666,22.808140798166505,1.82465126385332,SUCCEEDED
海南优先,STR-025,海南,8.0,29.895622058736727,12.239055146841821,0.9791244117473455,SUCCEEDED
海南优先,STR-026,海南,16.0,29.937739823931445,12.344349559828613,0.9875479647862888,SUCCEEDED
海南优先,STR-027,海南,8.0,31.354393578801297,15.885983947003242,1.270878715760259,SUCCEEDED
海南优先,STR-028,海南,8.0,34.81460330695969,24.536508267399224,1.9629206613919374,SUCCEEDED
海南优先,STR-029,海南,8.0,29.81839656728082,12.045991418202055,0.9636793134561642,SUCCEEDED
海南优先,STR-030,海南,8.0,29.053291532167016,10.13322883041754,0.810658306433403,SUCCEEDED
海南优先,STR-031,海南,10.0,34.502097618461576,23.755244046153933,1.900419523692314,SUCCEEDED
海南优先,STR-032,海南,8.0,36.310522448250836,28.276306120627098,2.2621044896501674,SUCCEEDED
海南优先,STR-033,海南,16.0,34.52757579848215,23.818939496205374,1.9055151596964297,SUCCEEDED
海南优先,STR-034,海南,10.0,35.36319301151968,25.907982528799195,2.072638602303935,SUCCEEDED
海南优先,STR-035,海南,10.0,33.17912528931427,20.44781322328567,1.6358250578628533,SUCCEEDED
