mode,task_id,region,memory_gb,latency_ms,cost,energy,status
静态本地,STR-035,重庆,10.0,53.17912528931427,16.358250578628535,3.2716501157257074,SUCCEEDED
静态本地,STR-036,海南,10.0,33.2018692972314,20.5046732430785,1.6403738594462798,SUCCEEDED
静态本地,STR-037,重庆,8.0,52.369408159261376,14.738816318522755,2.947763263704551,SUCCEEDED
静态本地,STR-038,海南,16.0,30.044694689222965,12.611736723057415,1.008938937844593,SUCCEEDED
静态本地,STR-039,重庆,8.0,49.512201388639156,9.024402777278304,1.8048805554556608,SUCCEEDED
静态本地,STR-040,海南,8.0,34.59873552236866,23.99683880592166,1.9197471044737322,SUCCEEDED
静态本地,STR-041,,16.0,,,,UNSCHEDULED
静态本地,STR-042,海南,8.0,36.30757281863373,28.268932046584318,2.261514563726745,SUCCEEDED
静态本地,STR-043,重庆,10.0,56.38873198797497,22.777463975949942,4.555492795189989,SUCCEEDED
静态本地,STR-044,海南,16.0,35.47142368399676,26.178559209991903,2.094284736799352,SUCCEEDED
静态本地,STR-045,,16.0,,,,UNSCHEDULED
静态本地,STR-046,海南,10.0,36.0264960007297,27.566240001824255,2.20529920014594,SUCCEEDED
静态本地,STR-047,重庆,10.0,52.11749662971537,14.234993259430736,2.8469986518861474,SUCCEEDED
静态本地,STR-048,海南,10.0,33.966537926738695,22.41634481684673,1.793307585347738,SUCCEEDED
静态本地,STR-049,,16.0,,,,UNSCHEDULED
静态本地,STR-050,海南,10.0,36.73617694513628,29.340442362840697,2.3472353890272553,SUCCEEDED
静态本地,STR-051,重庆,10.0,50.97591138462732,11.951822769254637,2.3903645538509273,SUCCEEDED
静态本地,STR-052,海南,16.0,30.491812999121635,13.729532497804088,1.098362599824327,SUCCEEDED
静态本地,STR-053,重庆,8.0,56.58803199126531,23.17606398253063,4.635212796506126,SUCCEEDED
静态本地,STR-054,海南,8.0,29.099833321836794,10.249583304591985,0.8199666643673587,SUCCEEDED
静态本地,STR-055,重庆,8.0,51.922688695120435,13.845377390240865,2.769075478048173,SUCCEEDED
静态本地,STR-056,海南,8.0,33.1051086501977,20.26277162549425,1.6210217300395395,SUCCEEDED
静态本地,STR-057,,16.0,,,,UNSCHEDULED
静态本地,STR-058,海南,8.0,35.470097180567535,26.175242951418838,2.0940194361135065,SUCCEEDED
静态本地,STR-059,重庆,10.0,56.2909217204227,22.58184344084541,4.5163686881690825,SUCCEEDED
静态本地,STR-060,海南,8.0,32.97114975755299,19.92787439388248,1.594229951510598,SUCCEEDED
先到先服务,STR-001,海南,8.0,33.32378576451022,20.80946441127555,1.6647571529020435,SUCCEEDED
先到先服务,STR-002,海南,10.0,31.568364977787944,16.420912444469856,1.313672995557588,SUCCEEDED
先到先服务,STR-003,海南,10.0,31.64808081302437,16.620202032560933,1.3296161626048741,SUCCEEDED
先到先服务,STR-004,海南,8.0,32.71990307881464,19.299757697036593,1.5439806157629272,SUCCEEDED
先到先服务,STR-005,海南,16.0,32.89508987024774,19.737724675619337,1.5790179740495467,SUCCEEDED
先到先服务,STR-006,海南,8.0,31.959843176344986,17.399607940862463,1.3919686352689966,SUCCEEDED
先到先服务,STR-007,海南,10.0,34.980380472406885,24.95095118101721,1.9960760944813762,SUCCEEDED
先到先服务,STR-008,海南,10.0,33.58393183033809,21.459829575845223,1.7167863660676175,SUCCEEDED
先到先服务,STR-009,海南,10.0,34.52629501799428,23.815737544985694,1.905259003598855,SUCCEEDED
先到先服务,STR-010,海南,16.0,29.875056148341727,12.187640370854318,0.9750112296683452,SUCCEEDED
先到先服务,STR-011,海南,10.0,33.00715487636769,20.01788719091924,1.601430975273539,SUCCEEDED
先到先服务,STR-012,海南,8.0,34.04522076690158,22.61305191725395,1.8090441533803159,SUCCEEDED
先到先服务,STR-013,海南,8.0,31.31816721907262,15.795418047681547,1.2636334438145234,SUCCEEDED
先到先服务,STR-014,海南,8.0,36.87873311085587,29.696832777139672,2.375746622171173,SUCCEEDED
先到先服务,STR-015,海南,8.0,34.65751885692131,24.143797142303264,1.9315037713842607,SUCCEEDED
先到先服务,STR-016,海南,8.0,33.05476979844846,20.13692449612115,1.6109539596896916,SUCCEEDED
先到先服务,STR-017,海南,8.0,33.956197578885366,22.390493947213407,1.791239515777072,SUCCEEDED
先到先服务,STR-018,海南,8.0,34.81926086492345,24.548152162308625,1.9638521729846896,SUCCEEDED
先到先服务,STR-019,海南,10.0,30.736968160287606,14.342420400719018,1.147393632057521,SUCCEEDED
先到先服务,STR-020,海南,10.0,32.615110643948285,19.037776609870708,1.5230221287896561,SUCCEEDED
先到先服务,STR-021,海南,16.0,34.516252469336294,23.790631173340735,1.9032504938672583,SUCCEEDED
先到先服务,STR-022,海南,8.0,30.463370530970174,13.658426327425431,1.0926741061940342,SUCCEEDED
先到先服务,STR-023,海南,8.0,36.57480768243782,28.937019206094547,2.314961536487563,SUCCEEDED
先到先服务,STR-024,海南,16.0,34.1232563192666,22.808140798166505,1.82465126385332,SUCCEEDED
先到先服务,STR-025,海南,8.0,29.895622058736727,12.239055146841821,0.9791244117473455,SUCCEEDED
先到先服务,STR-026,海南,16.0,29.937739823931445,12.344349559828613,0.9875479647862888,SUCCEEDED
先到先服务,STR-027,海南,8.0,31.354393578801297,15.885983947003242,1.270878715760259,SUCCEEDED
先到先服务,STR-028,海南,8.0,34.81460330695969,24.536508267399224,1.9629206613919374,SUCCEEDED
先到先服务,STR-029,海南,8.0,29.81839656728082,12.045991418202055,0.9636793134561642,SUCCEEDED
先到先服务,STR-030,海南,8.0,29.053291532167016,10.13322883041754,0.810658306433403,SUCCEEDED
先到先服务,STR-031,海南,10.0,34.502097618461576,23.755244046153933,1.900419523692314,SUCCEEDED
先到先服务,STR-032,海南,8.0,36.310522448250836,28.276306120627098,2.2621044896501674,SUCCEEDED
先到先服务,STR-033,海南,16.0,34.52757579848215,23.818939496205374,1.9055151596964297,SUCCEEDED
先到先服务,STR-034,海南,10.0,35.36319301151968,25.907982528799195,2.072638602303935,SUCCEEDED
先到先服务,STR-035,海南,10.0,33.17912528931427,20.44781322328567,1.6358250578628533,SUCCEEDED
先到先服务,STR-036,海南,10.0,33.2018692972314,20.5046732430785,1.6403738594462798,SUCCEEDED
先到先服务,STR-037,海南,8.0,32.369408159261376,18.423520398153443,1.4738816318522752,SUCCEEDED
先到先服务,STR-038,海南,16.0,30.044694689222965,12.611736723057415,1.008938937844593,SUCCEEDED
先到先服务,STR-039,海南,8.0,29.512201388639152,11.28050347159788,0.9024402777278302,SUCCEEDED
先到先服务,STR-040,海南,8.0,34.59873552236866,23.99683880592166,1.9197471044737322,SUCCEEDED
先到先服务,STR-041,海南,16.0,34.197965990869854,22.99491497717463,1.83959319817397,SUCCEEDED
先到先服务,STR-042,海南,8.0,36.30757281863373,28.268932046584318,2.261514563726745,SUCCEEDED
先到先服务,STR-043,海南,10.0,36.38873198797497,28.471829969937428,2.277746397594994,SUCCEEDED
先到先服务,STR-044,海南,16.0,35.47142368399676,26.178559209991903,2.094284736799352,SUCCEEDED
先到先服务,STR-045,海南,16.0,31.85052496953851,17.12631242384628,1.3701049939077021,SUCCEEDED
先到先服务,STR-046,海南,10.0,36.0264960007297,27.566240001824255,2.20529920014594,SUCCEEDED
先到先服务,STR-047,海南,10.0,32.11749662971537,17.79374157428842,1.4234993259430733,SUCCEEDED
先到先服务,STR-048,海南,10.0,33.966537926738695,22.41634481684673,1.793307585347738,SUCCEEDED
先到先服务,STR-049,海南,16.0,31.13902418240306,15.347560456007646,1.2278048364806113,SUCCEEDED
先到先服务,STR-050,海南,10.0,36.73617694513628,29.340442362840697,2.3472353890272553,SUCCEEDED
先到先服务,STR-051,海南,10.0,30.975911384627317,14.939778461568295,1.1951822769254634,SUCCEEDED
